LA Name,Centre Type,School Name,Address Line1,Address Line2,Address Line3,Post Code,Unique Property Reference Number (UPRN)
Fife,Local Authority,Rimbleton Primary School,Bilsland Road,Glenrothes,,KY6 2DZ,320180109
Fife,Local Authority,St Paul's R C Primary School,Caskieberran Drive,Glenrothes,,KY6 2AT,320180152
Fife,Local Authority,South Parks Primary School,Napier Road,Glenrothes,,KY6 1DS,320180101
Fife,Local Authority,Southwood Primary School,Marchmont Crescent,Glenrothes,,KY6 1JU,320180122
Fife,Local Authority,Warout Primary & Community School,Malcolm Road,Glenrothes,,KY7 4JX,320179292
Fife,Local Authority,Kennoway Primary & Community School,Langside Crescent,Kennoway,LEVEN,KY8 5JR,320299302
Fife,Local Authority,Kinghorn Primary School,Baliol Street,Kinghorn,BURNTISLAND,KY3 9UD,320179756
Fife,Local Authority,Kinglassie Primary School,85 Main Street,Kinglassie,LOCHGELLY,KY5 0YE,320182051
Fife,Local Authority,Capshard Primary School,Barry Road,Kirkcaldy,,KY2 6JD,320181632
Fife,Local Authority,Dunnikier Primary School,Balsusney Road,Kirkcaldy,,KY2 5LH,320181610
Fife,Local Authority,Fair Isle Primary School,Fair Isle Road,Kirkcaldy,,KY2 6EG,320181659
Fife,Local Authority,Kirkcaldy North Primary School,Nile Street,Kirkcaldy,,KY2 5AY,320181592
Fife,Local Authority,Pathhead Primary School,Cairns Street West,Kirkcaldy,,KY1 2JA,320181817
Fife,Local Authority,St Marie's R C Primary School,MacIndoe Crescent,Kirkcaldy,,KY1 2JH,320181812
Fife,Local Authority,Sinclairtown Primary School,Roomlin Gardens,Kirkcaldy,,KY1 3BJ,320181760
Fife,Local Authority,Torbain Primary School,Blairmore Road,Kirkcaldy,,KY2 6NP,320181637
Fife,Local Authority,Valley Primary School,Valley Gardens,Kirkcaldy,,KY2 6BL,320178749
Fife,Local Authority,Kirkcaldy West Primary School,Milton Road,Kirkcaldy,,KY1 1TL,320179208
Fife,Local Authority,Leslie Primary School,31 Rothes Park,Leslie,GLENROTHES,KY6 3LL,320179129
Fife,Local Authority,Mountfleurie Primary School,Christie Avenue,Leven,,KY8 4AZ,320180827
Fife,Local Authority,Parkhill Primary School,Aitken Street,Parkhall,LEVEN,KY8 4NP,320180859
Fife,Local Authority,Markinch Primary School,Betson Street,Markinch,GLENROTHES,KY7 6AA,320179281
Fife,Local Authority,Coaltown Of Balgonie Primary School,School Road,Coaltown of Balgonie,GLENROTHES,KY7 6HY,320180491
Fife,Local Authority,Methilhill Primary & Community School,Sea Road,Methilhill,LEVEN,KY8 2JW,320180975
Fife,Local Authority,St Agatha's R C Primary,Windygates Road,Leven,,KY8 5BL,320180757
Fife,Local Authority,Star Primary School,Star,Near Markinch,GLENROTHES,KY7 6LB,320180014
Fife,Local Authority,Thornton Primary School,Station Road,Thornton,KIRKCALDY,KY1 4AY,320180572
Fife,Local Authority,Coaltown of Wemyss Primary School,Main Street,Coaltown of Wemyss,KIRKCALDY,KY1 4NR,320180583
Fife,Local Authority,Auchmuty High School,Dovecot Road,Glenrothes,,KY7 5JL,320314239
Fife,Local Authority,Glenwood High School,South Parks Road,Glenrothes,,KY6 1JX,320178911
Fife,Local Authority,Glenrothes High School,Napier Road,Glenrothes,,KY6 1HJ,320178909
Fife,Local Authority,Balwearie High School,Balwearie Gardens,Kirkcaldy,,KY2 5LY,320181257
Fife,Local Authority,Kirkcaldy High School,Dunnikier Way,Kirkcaldy,,KY1 3LR,320181775
Fife,Local Authority,St Andrew's R C High School,Overton Road,Kirkcaldy,,KY1 3JL,320181813
Fife,Local Authority,Viewforth High School,Windmill Community Campus,Windmill Road,KIRKCALDY FIFE,KY1 3AL,320313394
Fife,Local Authority,Hyndhead School,Barncraig Street,Buckhaven,LEVEN,KY8 1JE,320286728
Fife,Local Authority,Rosslyn School,Windmill Community Campus,Windmill Road,KIRKCALDY FIFE,KY1 3AL,320313394
Fife,Local Authority,Pitteuchar West Primary School,Inveraray Avenue,Glenrothes,,KY7 4QL,320180244
Fife,Local Authority,Newcastle Primary & Community School,Muirfield Drive,Glenrothes,,KY6 2PX,320180138
Fife,Local Authority,Pitcoudie Primary School,20 Iona Park,Glenrothes,,KY7 6NU,320288877
Fife,Local Authority,John Fergus School,Erskine Place,Glenrothes,,KY7 4JB,320178920
Fife,Local Authority,Collydean Primary School,Magnus Drive,Glenrothes,,KY7 6TR,320181230
Fife,Local Authority,Pupil Support Service - Central Area,Rimbleton House,Rimbleton Park,GLENROTHES,KY6 2BZ,320311548
Fife,Local Authority,Pupil Support Service - East and Levenmouth Area,Sandy Brae Centre,Sandy Brae,KENNOWAY,KY8 5JN,10091804330
Fife,Local Authority,Auchtermuchty Primary School,Back Dykes,Auchtermuchty,CUPAR,KY14 7AB,320174761
Fife,Local Authority,Balmerino Primary School,Main Road,Gauldry,NEWPORT-ON-TAY,DD6 8RP,320176374
Fife,Local Authority,Balmullo Primary School,Hayston Park,Balmullo,LEUCHARS ST ANDREWS,KY16 0DH,320174643
Fife,Local Authority,Ceres Primary School,St Andrews Road,Ceres,CUPAR,KY15 5NJ,320175502
Fife,Local Authority,Craigrothie Primary School,Cupar Road,Craigrothie,CUPAR,KY15 5QA,320175508
Fife,Local Authority,Crail Primary School,Backdykes,Crail,ANSTRUTHER,KY10 3UW,320175976
Fife,Local Authority,Colinsburgh Primary School,4 Main Street,Colinsburgh,KILCONQUHAR,KY9 1LN,320177597
Fife,Local Authority,Castlehill Primary School,Ceres Road,Cupar,,KY15 5JT,320175779
Fife,Local Authority,St Columba's R C Primary School,North Union Street,Cupar,,KY15 4AN,320284592
Fife,Local Authority,Dairsie Primary School,Main Street,Dairsie,CUPAR,KY15 4SS,320176394
Fife,Local Authority,Dunbog Primary School,Newburgh,Cupar,FIFE,KY14 6JF,320175202
Fife,Local Authority,Elie Primary School,Park Place,Elie,LEVEN,KY9 1DH,320176154
Fife,Local Authority,Falkland Primary School,Pleasance,Falkland,CUPAR,KY15 7AW,320174435
Fife,Local Authority,Freuchie Primary School,Lomond Road,Freuchie,CUPAR,KY15 7HF,320175472
Fife,Local Authority,Guardbridge Primary School,Innerbridge Street,Guardbridge,ST ANDREWS,KY16 0UZ,320176562
Fife,Local Authority,Kettle Primary School,6 Rumdewan,Kingskettle,CUPAR,KY15 7QR,320177222
Fife,Local Authority,Kingsbarns Primary School,8 Main Street,Kingsbarns,ST ANDREWS,KY16 8SZ,320177692
Fife,Local Authority,Kirkton of Largo Primary School,34 North Feus,Upper Largo,LEVEN,KY8 6ER,320174181
Fife,Local Authority,Ladybank Primary School,47 Church Street,Ladybank,CUPAR,KY15 7LE,320177194
Fife,Local Authority,Largoward Primary School,16 St Andrews Road,Largoward,LEVEN,KY9 1HZ,320174554
Fife,Local Authority,Letham Primary School,Schoolbrae,Letham,CUPAR,KY15 7RN,320175698
Fife,Local Authority,Leuchars Primary School,Pitlethie Road,Leuchars,ST ANDREWS,KY16 0EZ,320176436
Fife,Local Authority,Lundin Mill Primary School,Pitcruvie Park,Lundin Links,LEVEN,KY8 6HY,320176344
Fife,Local Authority,Newport Primary School,Cupar Road,Newport-on-Tay,,DD6 8JT,320176744
Fife,Local Authority,Newburgh Primary School,Cupar Road,Newburgh,CUPAR,KY14 6HA,320175220
Fife,Local Authority,Pitlessie Primary School,Ladybank Road,Pitlessie,CUPAR,KY15 7SP,320175534
Fife,Local Authority,Pittenweem Primary School,James Street,Pittenweem,ANSTRUTHER,KY10 2QN,10091804069
Fife,Local Authority,Canongate Primary School,Maynard Road,St Andrews,,KY16 8RX,320174802
Fife,Local Authority,Greyfriars RC Primary School,Kilrymont Road,St Andrews,,KY16 8DF,320175087
Fife,Local Authority,Lawhead Primary School,Strathkinness Low Road,St Andrews,,KY16 9NG,320174974
Fife,Local Authority,Springfield Primary School,Main Street,Springfield,CUPAR,KY15 5RZ,320175875
Fife,Local Authority,Strathkinness Primary School,3 Church Road,Strathkinness,ST ANDREWS,KY16 9XR,320177682
Fife,Local Authority,Strathmiglo Primary School,111 High Street,Strathmiglo,CUPAR,KY14 7PT,320174603
Fife,Local Authority,St Monans Primary School,Hope Place,St Monans,ANSTRUTHER,KY10 2DH,320176205
Fife,Local Authority,Tayport Primary School,Queen Street,Tayport,,DD6 9NS,320176725
Fife,Local Authority,Wormit Primary School,Flass Road,Wormit,,DD6 8LJ,320176660
Fife,Local Authority,Waid Academy,St Andrews Road,Anstruther,KY10 3GY,KY10 3HD,320176042
Fife,Local Authority,Bell Baxter High School,Carslogie Road,Cupar,,KY15 4HY,320175860
Fife,Local Authority,Madras College,Bell Brae,St Andrews,,KY16 9BY,320175046
Fife,Local Authority,Kilmaron School,Balgarvie Road,Cupar,,KY15 4PE,320175602
Fife,Local Authority,Pupil Support Service - The Bridges Centre,8a McGrigor Road,ROSYTH,FIFE,KY11 2AE,320203930
Fife,Local Authority,Carnegie Primary School,Pittsburgh Road,Dunfermline,FIFE,KY11 8SS,320294790
Fife,Local Authority,Aberdour Primary School,Hawkcraig Road,Aberdour,BURNTISLAND,KY3 0UP,320189383
Fife,Local Authority,Benarty Primary School,67-69 Lochleven Road,Lochore,LOCHGELLY,KY5 8HU,320189741
Fife,Local Authority,Blairhall Primary School,Rintoul Avenue,Blairhall,DUNFERMLINE,KY12 9HG,320189081
Fife,Local Authority,Carnock Primary School,11 Main Street,Carnock,DUNFERMLINE,KY12 9JG,320187784
Fife,Local Authority,Cairneyhill Primary & Community School,Northbank Road,Cairneyhill,DUNFERMLINE,KY12 8RN,320189132
Fife,Local Authority,Cowdenbeath Primary School,45 Broad Street,Cowdenbeath,,KY4 8JP,320191332
Fife,Local Authority,Foulford Primary School,Leuchatsbeath Drive,Cowdenbeath,,KY4 9SN,320189849
Fife,Local Authority,St Bride's R C Primary School,Barclay Street,Cowdenbeath,,KY4 9LD,320190019
Fife,Local Authority,Crossford Primary School,Dean Drive,Crossford,DUNFERMLINE,KY12 8PE,320189166
Fife,Local Authority,Crossgates Primary School,97 Dunfermline Road,Crossgates,COWDENBEATH,KY4 8AR,320191080
Fife,Local Authority,Culross Primary School,Low Causeway,Culross,DUNFERMLINE,KY12 8HL,320189111
Fife,Local Authority,Dalgety Bay Primary School,St Bridget's Brae,Dalgety Bay,DUNFERMLINE,KY11 9LT,320189615
Fife,Local Authority,Commercial Primary School,Woodmill Road,Dunfermline,,KY11 4BB,320227256
Fife,Local Authority,Lynburn Primary School,Nith Street,Dunfermline,,KY11 4LU,320188769
Fife,Local Authority,McLean Primary School,Baldridgeburn,Dunfermline,,KY12 9EE,320188219
Fife,Local Authority,Milesmark Primary School,Rumblingwell,Dunfermline,,KY12 9AT,320188435
Fife,Local Authority,Pitreavie Primary School,Pitcorthie Drive,Dunfermline,,KY11 8AB,320188801
Fife,Local Authority,Pittencrieff Primary School,Dewar Street,Dunfermline,,KY12 8AB,320194444
Fife,Local Authority,St Margaret's R C Primary School,Woodmill Road,Dunfermline,,KY11 4BB,320320045
Fife,Local Authority,St Leonard's Primary School,St Leonard's Street,Dunfermline,,KY11 3AL,320188763
Fife,Local Authority,Touch Primary School,Garvock Bank,Dunfermline,,KY11 4JZ,320188734
Fife,Local Authority,Townhill Primary School,Chisholm Street,Townhill,DUNFERMLINE,KY12 0EX,320188656
Fife,Local Authority,Hill of Beath Primary School,Main Street,Hill 0f Beath,COWDENBEATH,KY4 8DP,320189942
Fife,Local Authority,Inverkeithing Primary School,Hillend Road,Inverkeithing,,KY11 1PL,320284518
Fife,Local Authority,Kelty Primary School,Main Street,Kelty,,KY4 0AQ,320190989
Fife,Local Authority,St Joseph's R C Primary School,47 Cocklaw Street,Kelty,,KY4 0DG,320189846
Fife,Local Authority,Limekilns Primary School,8 Dunfermline Road,Limekilns,DUNFERMLINE,KY11 3JS,320190939
Fife,Local Authority,St Patrick's R C Primary School,41 Station Road,Lochgelly,,KY5 9QX,320189758
Fife,Local Authority,Lochgelly South Primary School,High Street,Lochgelly,,KY5 9LW,320189790
Fife,Local Authority,Lochgelly West Primary School,15 Main Street,Lochgelly,,KY5 9NS,320189772
Fife,Local Authority,St Kenneth's R C Primary School,40 Hill Road,Ballingry,LOCHGELLY,KY5 8NQ,320189689
Fife,Local Authority,Lumphinnans Primary & Community School,Main Street,Lumphinnans,COWDENBEATH,KY4 9HG,320189816
Fife,Local Authority,North Queensferry Primary School,The Brae,North Queensferry,INVERKEITHING,KY11 1JH,320189644
Fife,Local Authority,Holy Name RC Primary School,Oakley Campus,Station Road,OAKLEY - DUNFERMLINE,KY12 9RJ,320284534
Fife,Local Authority,Inzievar Primary School,Oakley Campus,Station Road,OAKLEY - DUNFERMLINE,KY12 9RJ,320294812
Fife,Local Authority,Camdean Primary School,King's Road,Rosyth,DUNFERMLINE,KY11 2RY,320188815
Fife,Local Authority,King's Road Primary School,King's Crescent,Rosyth,DUNFERMLINE,KY11 2RS,320229815
Fife,Local Authority,Park Road Primary School,Park Road,Rosyth,DUNFERMLINE,KY11 2NH,320188900
Fife,Local Authority,St John's R C Primary School,Heath Road,Rosyth,DUNFERMLINE,KY11 2BT,320188918
Fife,Local Authority,Saline Primary School,Oakley Road,Saline,DUNFERMLINE,KY12 9TG,320189362
Fife,Local Authority,Torryburn Primary School,Main Street,Newmills,DUNFERMLINE,KY12 8SU,320187968
Fife,Local Authority,Tulliallan Primary School,Kirk Street,Kincardine,ALLOA,FK10 4PT,320189030
Fife,Local Authority,St Serf's R C Primary School,Preston Street,High Valleyfield,DUNFERMLINE,KY12 8SE,320189101
Fife,Local Authority,Canmore Primary School,Evershed Drive,Dunfermline,,KY11 8RS,320188798
Fife,Local Authority,Dunfermline High School,St Leonard's Place,Dunfermline,,KY11 3BQ,320306719
Fife,Local Authority,Queen Anne High School,Pilmuir Street,Broomhead,DUNFERMLINE,KY12 0PQ,320229083
Fife,Local Authority,Woodmill High School,Shields Road,Dunfermline,,KY11 4ER,320188750
Fife,Local Authority,St Columba's R C High School,Woodmill Road,Dunfermline,,KY11 4UN,320188037
Fife,Local Authority,Inverkeithing High School,Hillend Road,Inverkeithing,,KY11 1PL,320188952
Fife,Local Authority,Calaiswood School,Duloch Schools and Community Campus,Duloch Park,DUNFERMLINE,KY11 8GN,320284361
Fife,Local Authority,Donibristle Primary School,Morlich Road,Dalgety Bay,DUNFERMLINE,KY11 9UE,320189610
Fife,Local Authority,Bellyeoman Primary School,149 Robertson Road,Dunfermline,,KY12 0XP,320199034
Fife,Local Authority,Beath High School,Foulford Road,Cowdenbeath,,KY4 9BH,320229082
Fife,Local Authority,Lochgelly High School,Station Road,Lochgelly,,KY5 8LZ,320189702
West Lothian,Local Authority,Pumpherston and Uphall Station CPS,37 Drumshoreland Road,Pumpherston,WEST LOTHIAN,EH53 0LF,135041080
West Lothian,Local Authority,Addiewell Primary School,Church Street,Addiewell,WEST CALDER,EH55 8PG,200004137619
West Lothian,Local Authority,St Thomas' Primary School,Church Street,Addiewell,WEST CALDER,EH55 8PG,200004137620
West Lothian,Local Authority,Ogilvie School Campus,Ogilvie Way,Livingston,WEST LOTHIAN,EH54 8HL,135020336
West Lothian,Local Authority,Bellsquarry Primary School,52 Calder Road,Bellsquarry,LIVINGSTON,EH54 9AD,135003410
Edinburgh City,Local Authority,Redhall School,3c Redhall Grove,Edinburgh,,EH14 2DU,906440126
West Lothian,Local Authority,East Calder Primary School,9 Langton Road,East Calder,WEST LOTHIAN,EH53 0BL,200004115658
Edinburgh City,Local Authority,Woodlands School,36 Dolphin Avenue,Currie,EDINBURGH,EH14 5RD,906460591
West Lothian,Local Authority,St Paul's Primary School,32 Templar Road,East Calder,WEST LOTHIAN,EH53 0FU,135009681
Edinburgh City,Local Authority,Gorgie Mills,97 Gorgie Park Road,Edinburgh,,EH11 2QL,906439888
West Lothian,Local Authority,Kirknewton Primary School,21 Station Road,Kirknewton,WEST LOTHIAN,EH27 8DD,200004077238
West Lothian,Local Authority,Dedridge Primary School,Dedridge East,Livingston,WEST LOTHIAN,EH54 6JQ,200004109259
West Lothian,Local Authority,Harrysmuir Primary School,Willowbank,Ladywell,LIVINGSTON,EH54 6HN,200004106911
West Lothian,Local Authority,Howden St Andrew's Primary School,Kingsport Avenue,Howden East,LIVINGSTON,EH54 6BA,135009667
West Lothian,Local Authority,Letham Primary School,Forth Drive,Craigshill,LIVINGSTON,EH54 5LZ,200004112252
West Lothian,Local Authority,Riverside Primary School,The Mall,Craigshill,LIVINGSTON,EH54 5EJ,135013576
West Lothian,Local Authority,Toronto Primary School,Toronto Avenue,Howden East,LIVINGSTON,EH54 6BN,200004105606
West Lothian,Local Authority,Mid Calder Primary School,Mid Calder,Livingston,WEST LOTHIAN,EH53 0RR,200004147205
West Lothian,Local Authority,Parkhead Primary School,Harburn Road,West Calder,WEST LOTHIAN,EH55 8AH,200004091424
West Lothian,Local Authority,St Mary's RC Primary School,10 Polbeth Road,Polbeth,WEST CALDER,EH55 8SR,200004091854
West Lothian,Local Authority,Woodmuir Primary School,Woodmuir Place,Breich,WEST CALDER,EH55 8JP,135041447
West Lothian,Local Authority,Livingston Village Primary School,Kirkton North Road,Livingston Village,WEST LOTHIAN,EH54 7EQ,200004156190
West Lothian,Local Authority,West Calder High School,Limefield Lane,Polbeth,WEST CALDER,EH55 8BF,135046659
West Lothian,Local Authority,Simpson Primary School,Leyland Road,Wester Inch,BATHGATE,EH48 2TH,135019656
Edinburgh City,Local Authority,Craigroyston Primary School,7 Muirhouse Place West,Edinburgh,,EH4 4PX,906174515
West Lothian,Local Authority,Deans Community High School,Eastwood Park,Deans,LIVINGSTON,EH54 8PS,200004097590
West Lothian,Local Authority,Inveralmond Community High School,Willowbank,Ladywell,LIVINGSTON,EH54 6HW,200004106914
Edinburgh City,Local Authority,Rowanfield Special School,67c Groathill Road North,Edinburgh,,EH4 2SA,906404218
West Lothian,Local Authority,Bankton Primary School,Kenilworth Rise,Dedridge,LIVINGSTON,EH54 6JL,200004104364
West Lothian,Local Authority,Carmondean Primary School,Knightsridge Road West,Livingston,WEST LOTHIAN,EH54 8PX,200004097593
West Lothian,Local Authority,Linlithgow Bridge Primary School,East Mill Road,Linlithgow Bridge,WEST LOTHIAN,EH49 7PB,135013064
West Lothian,Local Authority,Armadale Primary School,Academy Street,Armadale,WEST LOTHIAN,EH48 3JD,200004125401
West Lothian,Local Authority,Eastertoun Primary School,13 Manse Avenue,Armadale,WEST LOTHIAN,EH48 3HS,200004125400
West Lothian,Local Authority,St Anthony's Primary School,South Street,Armadale,WEST LOTHIAN,EH48 3EU,200004146601
West Lothian,Local Authority,Balbardie Primary School,Torphichen Street,Bathgate,WEST LOTHIAN,EH48 4HL,200004136811
West Lothian,Local Authority,Boghall Primary School,Elizabeth Drive,Boghall,BATHGATE,EH48 1JB,200004142541
West Lothian,Local Authority,St Columba's Primary School,Philip Avenue,Boghall,BATHGATE,EH48 1NQ,200004142537
West Lothian,Local Authority,St Mary's Primary School,Whitburn Road,Bathgate,WEST LOTHIAN,EH48 2RD,135009737
West Lothian,Local Authority,Windyknowe Primary School,Windyknowe Crescent,Bathgate,WEST LOTHIAN,EH48 2BT,200004131331
West Lothian,Local Authority,Murrayfield Primary School,Catherine Terrace,Blackburn,WEST LOTHIAN,EH47 7DX,200004139544
West Lothian,Local Authority,Our Lady Of Lourdes Primary School,Hopefield Road,Blackburn,WEST LOTHIAN,EH47 7HZ,200004138718
West Lothian,Local Authority,Blackburn Primary School,Riddochhill Road,Blackburn,WEST LOTHIAN,EH47 7HB,200004139545
West Lothian,Local Authority,Blackridge Primary School,Main Street,Blackridge,WEST LOTHIAN,EH48 3RJ,200004143058
West Lothian,Local Authority,Bridgend Primary School,Auldhill Road,Bridgend,LINLITHGOW,EH49 6NZ,200004081030
West Lothian,Local Authority,Broxburn Primary School,School Lane,Off West Main Street,BROXBURN,EH52 5RP,135009723
West Lothian,Local Authority,Kirkhill Primary School,Rashierig Road,Broxburn,WEST LOTHIAN,EH52 6AW,200004084458
West Lothian,Local Authority,St Nicholas Primary School,189B West Main Street,Broxburn,WEST LOTHIAN,EH52 5RH,135043372
West Lothian,Local Authority,Falla Hill Primary School,11 Harthill Road,Fauldhouse,WEST LOTHIAN,EH47 9HS,200004120545
